name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Colossal Sword	swor		7fb	clm	7fb	100		4	1	0	xxx			31	84	1	1	73	145			2	10	140	60	182	95	150		80	1	60	24800	2026500			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Colossus Blade	swor		7gd	gsd	7gd	100		4	1	0	xxx			30	78	1	1	70	138			2	5	140	60	189	110	150		85	1	63	22259	1937015			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Bone Knife	knif		7dg	dgr	7dg	100		2	1	0	xxx			28	59								-20	75	125	38	75	78		58	1	43	12429	752382			dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Mithral Point	knif		7di	dir	7di	100		2	1	0	xxx			44	64									75	125	55	98	165		70	1	52	17988	1296660			dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Fanged Knife	knif		7kr	dir	7kr	100		2	1	0	xxx			18	68								-20	75	125	42	86	108		83	1	62	13729	1183507			kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Legend Spike	knif		7bl	dgr	7bl	100		3	1	0	xxx			39	59								-10	75	125	65	67	141		85	1	66	16076	1411460			bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Flying Knife	tkni		7tk	dgr	7tk	100		2	1	0	xxx			28	65					28	65			75	125	48	141	18		64	1	48	215	48260			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	300	120	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Flying Axe	taxe		7ta	hax	7ta	100		2	1	0	xxx			20	78					18	79	1	10	100	100	88	108	45		56	1	42	230	43380			tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	270	48	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	
Winged Knife	tkni		7bk	dgr	7bk	100		2	1	0	xxx			32	42					28	47		-20	75	125	45	142	60		77	1	57	248	60096			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	300	90	flpbkf	invbkf	invtk3				0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Winged Axe	taxe		7b8	hax	7b8	100		2	1	0	xxx			13	67					8	72	1	-10	100	100	96	122	48		80	1	60	251	62580			bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	270	36	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Hyperion Javelin	jave		7ja	jav	7ja	100		4	1	0	xxx			25	68					34	66	2	-10	100	100	98	123	30		54	1	40	211	40894			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	45	150	90	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Stygian Pilum	jave		7pi	pil	7pi	100		4	1	0	xxx			17	77					25	90	2		100	100	118	112	36		62	1	46	220	47140			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	40	140	75	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Balrog Spear	jave		7s7	jav	7s7	100		4	1	0	xxx			40	76					48	74	2	10	100	100	127	95	42		71	1	53	232	54472			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	120	60	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ghost Glaive	jave		7gl	glv	7gl	100		4	1	0	xxx			23	72					36	102	2	20	100	100	89	137	48		79	1	59	241	61039			glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	120	30	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Winged Harpoon	jave		7ts	pil	7ts	100		4	1	0	xxx			32	42					13	92	2	-10	100	100	76	145	54		85	1	65	199	61915			tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	120	120	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Hyperion Spear	spea		7sr	spr	7sr	100		4	1	0	xxx						1	42	143			3	-10	130	70	155	120	90		58	1	43	15900	953700			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Stygian Pike	spea		7tr	tri	7tr	100		4	1	0	xxx						1	35	173			3		130	70	168	97	105		66	1	49	17347	1180402			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Mancatcher	spea		7br	brn	7br	100		4	1	0	xxx						1	50	110			4	-20	130	70	132	134	84		74	1	55	14658	1124192			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ghost Spear	spea		7st	tri	7st	100		4	1	0	xxx						1	22	186			4		130	70	122	163	84		83	1	62	17248	1475584			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
War Pike	spea		7p7	pik	7p7	100		4	1	0	xxx						1	40	214			4	20	130	70	165	106	75		85	1	66	16070	1410950			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ogre Axe	pole		7o7	hal	7o7	100		4	1	0	xxx						1	34	174			2		175	25	195	75	150		60	1	45	9871	624760			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Colossus Voulge	pole		7vo	hal	7vo	100		4	1	0	xxx						1	20	198			2	10	175	25	210	55	150		64	1	48	12822	855108			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Thresher	pole		7s8	scy	7s8	100		4	1	0	xxx						1	14	169			1	-10	175	25	152	118	195		71	1	53	11086	825106			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Cryptic Axe	pole		7pa	hal	7pa	100		4	1	0	xxx						1	40	180			3	10	175	25	165	103	195		79	1	59	16509	1346211			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Great Poleaxe	pole		7h7	pax	7h7	100		4	1	0	xxx						1	55	152			4		175	25	179	99	165		84	1	63	21554	1855036			hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Giant Thresher	pole		7wc	scy	7wc	100		3	1	0	xxx						1	48	137			4	-10	175	25	188	140	165		85	1	66	17692	1548820			wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Walking Stick	staf		6ss	bst	6ss	100		2	1	0	xxx						1	83	102			1	-10	200		25		60		58	1	43	8154	504432	1	502	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0	
Stalagmite	staf		6ls	sst	6ls	100		2	1	0	xxx						1	90	128			1	10	200		63	35	90		66	1	49	5367	389722	1	502	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Elder Staff	staf		6cs	cst	6cs	100		2	1	0	xxx						1	96	112			1		200		44	37	105		74	1	55	9048	709052	1	502	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Shillelagh	staf		6bs	sst	6bs	100		2	1	0	xxx						1	78	130			1		200		52	27	120		83	1	62	7986	706838	1	502	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Archon Staff	staf		6ws	lst	6ws	100		2	1	0	xxx						1	100	119			1	10	200		34		78		85	1	66	10001	895085	1	502	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Spider Bow	bow		6sb	sbw	6sb	100		2	1	0	xxx						1	28	60				5	80	120	64	143	20	1	55	1	41	21091	1190005			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Blade Bow	bow		6hb	sbw	6hb	100		2	1	0	xxx						1	25	49				-10	80	120	76	119	32	1	60	1	45	21350	1313500			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Shadow Bow	bow		6lb	lbw	6lb	100		2	1	0	xxx						1	18	71					80	120	52	188	28	1	63	1	47	25610	1647430			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Great Bow	bow		6cb	lbw	6cb	100		2	1	0	xxx						1	14	62				-10	80	120	121	107	36	1	68	1	51	17743	1243024			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Diamond Bow	bow		6s7	sbb	6s7	100		2	1	0	xxx						1	40	48					80	120	89	132	40	1	72	1	54	24605	1810060			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Crusader Bow	bow		6l7	lbb	6l7	100		2	1	0	xxx						1	18	76				10	80	120	97	121	44	1	77	1	57	18105	1435085			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ward Bow	bow		6sw	sbb	6sw	100		2	1	0	xxx						1	24	64					80	120	72	146	48	1	80	1	60	15042	1245860			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Hydra Bow	bow		6lw	lbb	6lw	100		2	1	0	xxx						1	12	82				10	80	120	134	167	55	1	85	1	63	19375	1691875			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Pellet Bow	xbow		6lx	lxb	6lx	100		2	1	0	xxx						1	34	88				-10	100	120	83	155	30	1	57	1	42	19512	1143184			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Gorgon Crossbow	xbow		6mx	lxb	6mx	100		2	1	0	xxx						1	33	113					100	120	117	105	40	1	67	1	50	22305	1530435			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Colossus Crossbow	xbow		6hx	hxb	6hx	100		2	1	0	xxx						1	40	115				10	100	120	163	77	50	1	75	1	56	26065	1994875			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Demon Crossbow	xbow		6rx	hxb	6rx	100		2	1	0	xxx						1	31	48				-60	100	120	141	98	40	1	84	1	63	25851	2215984			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Eagle Orb	orb		ob1	ob1	ob1	100		2	1	0	xxx			2	5								-10	150	50			30		1	1	0	168	3168	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0	
Sacred Globe	orb		ob2	ob1	ob2	100		3	1	0	xxx			3	8								-10	150	50			45		8	1	0	463	10204	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Smoked Sphere	orb		ob3	ob3	ob3	100		3	1	0	xxx			4	10									150	50			53		12	1	8	766	17692	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Clasped Orb	orb		ob4	ob4	ob4	100		4	1	0	xxx			5	12									150	50			60		17	1	13	1223	31791	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Jared's Stone	orb		ob5	ob4	ob5	100		5	1	0	xxx			8	18								10	150	50			75		24	1	18	1985	62140	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Stag Bow	abow		am1	am1	am1	100		3	1	0	xxx						1	7	12					80	120	30	45	48	1	18	1	14	2500	56500		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0	
Reflex Bow	abow		am2	am2	am2	100		3	1	0	xxx						1	9	19				10	80	120	35	60	55	1	27	1	20	3575	112525		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Maiden Spear	aspe		am3	am3	am3	100		3	1	0	xxx						1	18	24			4		130	90	54	40	42		18	1	14	1672	41596		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Maiden Pike	aspe		am4	pik	am4	100		3	1	0	xxx						1	23	55			4	10	130	90	63	52	38		27	1	20	2023	70621		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Maiden Javelin	ajav		am5	pil	am5	100		3	1	0	xxx			8	14					6	22	2	-10	120	80	33	47	9		23	1	17	48	15104		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5					0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Glowing Orb	orb		ob6	ob1	ob6	100		2	1	0	xxx			9	24								-10	150	50			45		32	1	24	804	44228	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Crystalline Globe	orb		ob7	ob1	ob7	100		3	1	0	xxx			12	30								-10	150	50			68		37	1	27	1689	83493	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Cloudy Sphere	orb		ob8	ob3	ob8	100		3	1	0	xxx			13	33									150	50			79		41	1	30	2598	129518	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Sparkling Ball	orb		ob9	ob4	ob9	100		4	1	0	xxx			15	37									150	50			90		46	1	34	3969	208074	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Swirling Crystal	orb		oba	ob4	oba	100		5	1	0	xxx			21	48								10	150	50			113		50	1	37	6255	340250	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ashwood Bow	abow		am6	am1	am6	100		3	1	0	xxx						1	18	33					80	120	56	77	48	1	39	1	29	7800	326200		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ceremonial Bow	abow		am7	am2	am7	100		3	1	0	xxx						1	22	47				10	80	120	73	110	55	1	47	1	35	11025	544175		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ceremonial Spear	aspe		am8	am3	am8	100		3	1	0	xxx						1	41	61			4		130	90	101	80	63		43	1	32	5316	252588		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
